mese,categoria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,ruolo,nome_stazione
2026-02,FA,S04700,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,arrivo,GENOVA PIAZZA PRINCIPE
2026-02,FA,S04700,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,122,5,117,58.5,58.5,109.3,115.65,partenza,GENOVA PIAZZA PRINCIPE
2026-02,FA,S05811,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,46,0,46,46.0,46.0,46.0,46.0,partenza,RAVENNA
2026-02,FA,S08409,7,7.0,0.0,0.0,0.0,0,1,5,1,5,5,5,5,3,387,5,382,54.57142857142857,54.0,107.0,114.5,arrivo,ROMA TERMINI
2026-02,FA,S08409,4,4.0,0.0,0.0,0.0,0,1,3,0,3,3,2,2,2,173,0,173,43.25,35.0,90.1,96.54999999999998,partenza,ROMA TERMINI
2026-02,FA,S09211,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,arrivo,CASERTA
2026-02,FA,S09211,2,2.0,0.0,0.0,0.0,0,1,1,0,1,1,1,1,1,68,0,68,34.0,34.0,61.2,64.6,partenza,CASERTA
2026-02,FA,S11781,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,2,2,2,163,0,163,81.5,81.5,98.7,100.85,arrivo,REGGIO DI CALABRIA CENTRALE
2026-02,FA,S11781,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,2,2,1,151,0,151,75.5,75.5,92.7,94.85,partenza,REGGIO DI CALABRIA CENTRALE
2026-02,FB,S01700,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,arrivo,MILANO CENTRALE
2026-02,FB,S01700,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,partenza,MILANO CENTRALE
2026-02,FB,S04700,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,2,1,1,98,0,98,49.0,49.0,72.2,75.1,arrivo,GENOVA PIAZZA PRINCIPE
2026-02,FB,S04700,3,3.0,0.0,0.0,0.0,0,1,2,0,2,2,2,2,2,218,0,218,72.66666666666667,106.0,110.8,111.4,partenza,GENOVA PIAZZA PRINCIPE
2026-02,FB,S08409,4,4.0,0.0,0.0,0.0,0,2,2,0,2,2,2,2,2,220,0,220,55.0,54.0,110.2,111.1,arrivo,ROMA TERMINI
2026-02,FB,S08409,3,3.0,0.0,0.0,0.0,0,0,3,0,3,3,2,1,1,108,0,108,36.0,20.0,66.4,72.19999999999999,partenza,ROMA TERMINI
2026-02,FR,S00202,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,arrivo,BARDONECCHIA
2026-02,FR,S00202,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,116,0,116,116.0,116.0,116.0,116.0,partenza,BARDONECCHIA
2026-02,FR,S00219,20,20.0,0.0,0.0,0.0,0,1,19,0,19,14,14,12,8,1108,0,1108,55.4,54.0,109.2,113.85000000000004,arrivo,TORINO PORTA NUOVA
2026-02,FR,S00219,21,21.0,0.0,0.0,0.0,0,4,15,2,15,15,14,13,10,1644,5,1639,78.04761904761905,54.0,182.0,225.0,partenza,TORINO PORTA NUOVA
2026-02,FR,S01700,47,47.0,0.0,0.0,0.0,0,12,32,3,32,23,17,13,10,1430,7,1423,30.27659574468085,9.0,101.19999999999996,128.49999999999994,arrivo,MILANO CENTRALE
2026-02,FR,S01700,44,44.0,0.0,0.0,0.0,0,12,24,8,24,16,16,13,10,1593,60,1533,34.84090909090909,5.5,136.30000000000007,162.20000000000002,partenza,MILANO CENTRALE
2026-02,FR,S01717,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,88,0,88,88.0,88.0,88.0,88.0,arrivo,BRESCIA
2026-02,FR,S01717,3,3.0,0.0,0.0,0.0,0,0,3,0,3,3,3,2,2,324,0,324,108.0,126.0,164.4,169.2,partenza,BRESCIA
2026-02,FR,S02026,5,5.0,0.0,0.0,0.0,0,0,4,1,4,3,3,3,3,235,2,233,46.6,69.0,82.0,85.0,arrivo,BOLZANO
2026-02,FR,S02026,6,6.0,0.0,0.0,0.0,0,0,6,0,6,5,5,5,3,429,0,429,71.5,79.0,111.0,112.0,partenza,BOLZANO
2026-02,FR,S02336,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,39,0,39,39.0,39.0,39.0,39.0,arrivo,MANTOVA
2026-02,FR,S02336,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,86,0,86,86.0,86.0,86.0,86.0,partenza,MANTOVA
2026-02,FR,S02589,3,3.0,0.0,0.0,0.0,0,0,3,0,3,3,3,3,3,350,0,350,116.66666666666669,118.0,153.2,157.6,arrivo,VENEZIA MESTRE
2026-02,FR,S02589,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,1,1,1,95,0,95,47.5,47.5,75.1,78.55,partenza,VENEZIA MESTRE
2026-02,FR,S02593,24,24.0,0.0,0.0,0.0,0,10,12,2,12,9,8,5,4,520,4,516,21.5,4.5,83.0,92.79999999999998,arrivo,VENEZIA S.LUCIA
2026-02,FR,S02593,26,26.0,0.0,0.0,0.0,0,4,20,2,20,14,11,10,8,1097,6,1091,41.96153846153846,11.5,113.0,114.0,partenza,VENEZIA S.LUCIA
2026-02,FR,S03026,2,2.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,8,0,8,4.0,4.0,7.2,7.6,arrivo,UDINE
2026-02,FR,S03026,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,9,0,9,9.0,9.0,9.0,9.0,partenza,UDINE
2026-02,FR,S03304,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,224,0,224,224.0,224.0,224.0,224.0,partenza,GORIZIA CENTRALE
2026-02,FR,S03317,5,5.0,0.0,0.0,0.0,0,0,3,2,3,2,2,1,1,102,8,94,18.8,8.0,52.400000000000006,63.19999999999999,arrivo,TRIESTE CENTRALE
2026-02,FR,S03317,5,5.0,0.0,0.0,0.0,0,1,4,0,4,3,3,1,1,211,0,211,42.2,15.0,106.60000000000002,134.79999999999998,partenza,TRIESTE CENTRALE
2026-02,FR,S04702,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,12,0,12,12.0,12.0,12.0,12.0,arrivo,GENOVA BRIGNOLE
2026-02,FR,S04702,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,partenza,GENOVA BRIGNOLE
2026-02,FR,S06421,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,2,2,0,103,0,103,51.5,51.5,55.1,55.55,partenza,FIRENZE SANTA MARIA NOVELLA
2026-02,FR,S07004,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,19,0,19,19.0,19.0,19.0,19.0,partenza,PERUGIA
2026-02,FR,S07113,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,24,-24,-12.0,-12.0,-5.6,-4.800000000000001,arrivo,ANCONA
2026-02,FR,S07113,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,1,0,0,20,2,18,9.0,9.0,17.8,18.9,partenza,ANCONA
2026-02,FR,S07810,2,2.0,0.0,0.0,0.0,0,0,2,0,2,1,1,1,0,43,0,43,21.5,21.5,32.3,33.65,arrivo,PESCARA
2026-02,FR,S07810,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,2,4,-2,-1.0,-1.0,1.4,1.6999999999999995,partenza,PESCARA
2026-02,FR,S08409,30,30.0,0.0,0.0,0.0,0,4,22,4,22,22,21,19,13,1747,13,1734,57.8,48.0,117.0,136.44999999999993,arrivo,ROMA TERMINI
2026-02,FR,S08409,25,25.0,0.0,0.0,0.0,0,7,16,2,16,15,14,12,7,1016,3,1013,40.52,29.0,84.80000000000001,140.7999999999998,partenza,ROMA TERMINI
2026-02,FR,S09211,3,3.0,0.0,0.0,0.0,0,1,2,0,2,2,2,1,1,102,0,102,34.0,20.0,69.60000000000001,75.8,arrivo,CASERTA
2026-02,FR,S09211,3,3.0,0.0,0.0,0.0,0,0,3,0,3,3,3,3,2,198,0,198,66.0,78.0,81.2,81.6,partenza,CASERTA
2026-02,FR,S09218,25,25.0,0.0,0.0,0.0,0,2,23,0,23,23,22,22,18,2738,0,2738,109.52,112.0,180.4,215.59999999999988,arrivo,NAPOLI CENTRALE
2026-02,FR,S09218,20,20.0,0.0,0.0,0.0,0,3,16,1,16,16,16,16,13,1451,1,1450,72.5,78.5,119.50000000000004,134.75000000000003,partenza,NAPOLI CENTRALE
2026-02,FR,S09818,6,6.0,0.0,0.0,0.0,0,1,5,0,5,5,5,5,4,650,0,650,108.33333333333331,112.5,186.0,187.0,arrivo,SALERNO
2026-02,FR,S09818,5,5.0,0.0,0.0,0.0,0,0,5,0,5,5,4,3,3,374,0,374,74.8,76.0,139.2,148.6,partenza,SALERNO
2026-02,FR,S09823,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,57,0,57,57.0,57.0,57.0,57.0,partenza,BATTIPAGLIA
2026-02,FR,S11119,3,3.0,0.0,0.0,0.0,0,0,1,2,1,1,1,0,0,20,20,0,0.0,-2.0,15.6,17.799999999999997,arrivo,BARI CENTRALE
2026-02,FR,S11119,4,4.0,0.0,0.0,0.0,0,1,3,0,3,2,0,0,0,30,0,30,7.5,8.0,10.7,10.85,partenza,BARI CENTRALE
2026-02,FR,S11145,5,5.0,0.0,0.0,0.0,0,1,2,2,2,2,2,1,0,72,5,67,13.4,0.0,39.400000000000006,46.2,arrivo,LECCE
2026-02,FR,S11145,6,6.0,0.0,0.0,0.0,0,1,4,1,4,2,1,0,0,51,2,49,8.166666666666666,6.0,18.5,22.75,partenza,LECCE
2026-02,FR,S11465,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,100,0,100,100.0,100.0,100.0,100.0,partenza,TARANTO
2026-02,FR,S11781,4,4.0,0.0,0.0,0.0,0,1,3,0,3,3,3,3,3,466,0,466,116.5,117.5,209.5,219.25,arrivo,REGGIO DI CALABRIA CENTRALE
2026-02,FR,S11781,5,5.0,0.0,0.0,0.0,0,0,5,0,5,5,5,4,4,389,0,389,77.8,86.0,109.6,113.8,partenza,REGGIO DI CALABRIA CENTRALE
2026-02,FR,S11811,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,88,0,88,88.0,88.0,88.0,88.0,partenza,SIBARI
2026-02,IC,S00219,4,4.0,0.0,0.0,0.0,0,1,1,2,1,1,1,0,0,21,9,12,3.0,-0.5,13.500000000000004,15.749999999999996,arrivo,TORINO PORTA NUOVA
2026-02,IC,S00219,3,3.0,0.0,0.0,0.0,0,0,1,2,1,1,1,0,0,23,23,0,0.0,-8.0,16.8,19.9,partenza,TORINO PORTA NUOVA
2026-02,IC,S01645,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,partenza,MILANO PORTA GARIBALDI
2026-02,IC,S01700,22,22.0,0.0,0.0,0.0,0,6,10,6,10,3,1,1,1,167,29,138,6.2727272727272725,3.5,9.800000000000004,10.95,arrivo,MILANO CENTRALE
2026-02,IC,S01700,24,24.0,0.0,0.0,0.0,0,11,8,5,8,6,3,0,0,130,31,99,4.125,2.0,14.7,19.24999999999999,partenza,MILANO CENTRALE
2026-02,IC,S02026,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,arrivo,BOLZANO
2026-02,IC,S02026,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,partenza,BOLZANO
2026-02,IC,S03317,2,2.0,0.0,0.0,0.0,0,1,1,0,1,1,0,0,0,13,0,13,6.5,6.5,9.3,9.65,arrivo,TRIESTE CENTRALE
2026-02,IC,S03317,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,77,1,76,38.0,38.0,69.2,73.1,partenza,TRIESTE CENTRALE
2026-02,IC,S04501,7,7.0,0.0,0.0,0.0,0,2,3,2,3,2,1,0,0,36,12,24,3.4285714285714284,0.0,14.4,14.7,arrivo,VENTIMIGLIA
2026-02,IC,S04501,7,7.0,0.0,0.0,0.0,0,1,2,4,2,0,0,0,0,17,16,1,0.1428571428571428,-2.0,6.200000000000001,7.099999999999998,partenza,VENTIMIGLIA
2026-02,IC,S04702,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,arrivo,GENOVA BRIGNOLE
2026-02,IC,S04702,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,partenza,GENOVA BRIGNOLE
2026-02,IC,S04725,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,32,0,32,32.0,32.0,32.0,32.0,arrivo,SESTRI LEVANTE
2026-02,IC,S04725,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,partenza,SESTRI LEVANTE
2026-02,IC,S04801,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,20,-20,-10.0,-10.0,-6.0,-5.5,arrivo,SAVONA
2026-02,IC,S04801,2,2.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,9,0,9,4.5,4.5,5.7,5.85,partenza,SAVONA
2026-02,IC,S05007,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,arrivo,FIORENZUOLA
2026-02,IC,S05043,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,1,0,0,20,1,19,9.5,9.5,17.9,18.95,arrivo,BOLOGNA CENTRALE
2026-02,IC,S05043,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,partenza,BOLOGNA CENTRALE
2026-02,IC,S06000,2,2.0,0.0,0.0,0.0,0,1,1,0,1,1,1,0,0,29,0,29,14.5,14.5,26.1,27.55,arrivo,LA SPEZIA CENTRALE
2026-02,IC,S06000,2,2.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,6,7,-1,-0.5,-0.5,4.7,5.35,partenza,LA SPEZIA CENTRALE
2026-02,IC,S06039,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,13,-13,-13.0,-13.0,-13.0,-13.0,arrivo,GROSSETO
2026-02,IC,S06039,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,partenza,GROSSETO
2026-02,IC,S06416,2,2.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.9,0.95,arrivo,PRATO CENTRALE
2026-02,IC,S06416,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,partenza,PRATO CENTRALE
2026-02,IC,S06421,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,40,0,40,40.0,40.0,40.0,40.0,partenza,FIRENZE SANTA MARIA NOVELLA
2026-02,IC,S06725,5,5.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,11,0,11,2.2,2.0,3.6,3.8,arrivo,LIVORNO CENTRALE
2026-02,IC,S06725,5,5.0,0.0,0.0,0.0,0,3,1,1,1,0,0,0,0,15,4,11,2.2,3.0,5.4,6.199999999999999,partenza,LIVORNO CENTRALE
2026-02,IC,S07004,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,49,0,49,49.0,49.0,49.0,49.0,partenza,PERUGIA
2026-02,IC,S07113,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,2,2,1,116,0,116,58.0,58.0,69.2,70.6,arrivo,ANCONA
2026-02,IC,S07113,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,0,32,4,28,14.0,14.0,28.4,30.2,partenza,ANCONA
2026-02,IC,S07226,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,11,-11,-5.5,-5.5,-4.3,-4.15,arrivo,TERNI
2026-02,IC,S07226,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,partenza,TERNI
2026-02,IC,S07810,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,arrivo,PESCARA
2026-02,IC,S07810,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,partenza,PESCARA
2026-02,IC,S08409,18,18.0,0.0,0.0,0.0,0,3,8,7,8,6,4,4,1,234,17,217,12.055555555555555,1.5,42.7,53.19999999999996,arrivo,ROMA TERMINI
2026-02,IC,S08409,17,17.0,0.0,0.0,0.0,0,2,8,7,8,8,7,4,1,299,46,253,14.882352941176473,3.0,50.4,55.19999999999999,partenza,ROMA TERMINI
2026-02,IC,S09211,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,12,0,12,12.0,12.0,12.0,12.0,arrivo,CASERTA
2026-02,IC,S09211,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,partenza,CASERTA
2026-02,IC,S09218,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,0,0,0,25,0,25,12.5,12.5,13.7,13.85,arrivo,NAPOLI CENTRALE
2026-02,IC,S09218,2,2.0,0.0,0.0,0.0,0,1,1,0,1,1,1,1,0,33,0,33,16.5,16.5,28.9,30.45,partenza,NAPOLI CENTRALE
2026-02,IC,S09818,3,3.0,0.0,0.0,0.0,0,0,2,1,2,2,1,0,0,35,9,26,8.666666666666666,12.0,20.8,21.9,arrivo,SALERNO
2026-02,IC,S09818,3,3.0,0.0,0.0,0.0,0,1,1,1,1,1,1,0,0,18,4,14,4.666666666666667,0.0,14.4,16.2,partenza,SALERNO
2026-02,IC,S11119,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,5,-4,-2.0,-2.0,0.4000000000000001,0.6999999999999997,arrivo,BARI CENTRALE
2026-02,IC,S11119,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,2,1,1,101,0,101,50.5,50.5,78.9,82.45,partenza,BARI CENTRALE
2026-02,IC,S11145,5,5.0,0.0,0.0,0.0,0,1,2,2,2,0,0,0,0,16,8,8,1.6,3.0,6.6,6.8,arrivo,LECCE
2026-02,IC,S11145,6,6.0,0.0,0.0,0.0,0,2,3,1,3,2,1,0,0,43,2,41,6.833333333333333,4.5,16.0,18.5,partenza,LECCE
2026-02,IC,S11465,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,0,51,7,44,22.0,22.0,45.2,48.1,arrivo,TARANTO
2026-02,IC,S11465,2,2.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,6,2,4,2.0,2.0,5.2,5.6,partenza,TARANTO
2026-02,IC,S11774,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,15,0,15,15.0,15.0,15.0,15.0,arrivo,VILLA S.GIOVANNI
2026-02,IC,S11774,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,partenza,VILLA S.GIOVANNI
2026-02,IC,S11781,5,5.0,0.0,0.0,0.0,0,0,2,3,2,2,2,0,0,43,20,23,4.6,-1.0,21.6,21.8,arrivo,REGGIO DI CALABRIA CENTRALE
2026-02,IC,S11781,6,6.0,0.0,0.0,0.0,0,1,2,3,2,1,0,0,0,15,13,2,0.3333333333333333,-1.0,7.5,8.75,partenza,REGGIO DI CALABRIA CENTRALE
2026-02,IC,S12002,3,3.0,0.0,0.0,0.0,0,2,0,1,0,0,0,0,0,3,2,1,0.3333333333333333,1.0,1.8,1.9,arrivo,PALERMO CENTRALE
2026-02,IC,S12002,2,2.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.8,2.9,partenza,PALERMO CENTRALE
2026-02,IC,S12301,6,6.0,0.0,0.0,0.0,0,3,3,0,3,3,3,1,0,99,0,99,16.5,11.5,37.5,43.75,arrivo,MESSINA CENTRALE
2026-02,IC,S12301,6,6.0,0.0,0.0,0.0,0,3,1,2,1,1,0,0,0,18,5,13,2.1666666666666665,1.5,7.5,9.75,partenza,MESSINA CENTRALE
2026-02,ICN,S00219,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,0,0,0,14,3,11,5.5,5.5,12.3,13.15,arrivo,TORINO PORTA NUOVA
2026-02,ICN,S00219,4,4.0,0.0,0.0,0.0,0,0,1,3,1,1,0,0,0,12,20,-8,-2.0,-6.5,6.600000000000003,9.299999999999994,partenza,TORINO PORTA NUOVA
2026-02,ICN,S01700,3,3.0,0.0,0.0,0.0,0,0,3,0,3,1,1,1,0,60,0,60,20.0,8.0,36.8,40.4,arrivo,MILANO CENTRALE
2026-02,ICN,S01700,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,8,-8,-4.0,-4.0,-2.4,-2.2,partenza,MILANO CENTRALE
2026-02,ICN,S02026,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,arrivo,BOLZANO
2026-02,ICN,S03317,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,arrivo,TRIESTE CENTRALE
2026-02,ICN,S03317,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,partenza,TRIESTE CENTRALE
2026-02,ICN,S08409,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,arrivo,ROMA TERMINI
2026-02,ICN,S08409,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,13,-13,-6.5,-6.5,-5.3,-5.15,partenza,ROMA TERMINI
2026-02,ICN,S09818,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,13,-13,-6.5,-6.5,-6.1,-6.05,arrivo,SALERNO
2026-02,ICN,S09818,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,0,0,0,14,3,11,5.5,5.5,12.3,13.15,partenza,SALERNO
2026-02,ICN,S11145,3,3.0,0.0,0.0,0.0,0,0,1,2,1,1,0,0,0,12,8,4,1.3333333333333333,-2.0,9.2,10.599999999999998,arrivo,LECCE
2026-02,ICN,S11145,2,2.0,0.0,0.0,0.0,0,0,2,0,2,0,0,0,0,16,0,16,8.0,8.0,8.0,8.0,partenza,LECCE
2026-02,ICN,S11781,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,arrivo,REGGIO DI CALABRIA CENTRALE
2026-02,ICN,S12002,2,2.0,0.0,0.0,0.0,0,1,1,0,1,1,1,0,0,25,0,25,12.5,12.5,20.1,21.05,arrivo,PALERMO CENTRALE
2026-02,ICN,S12002,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,3,6,-3,-1.5,-1.5,2.1,2.55,partenza,PALERMO CENTRALE
2026-02,ICN,S12301,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,3,6,-3,-1.5,-1.5,2.1,2.55,arrivo,MESSINA CENTRALE
2026-02,ICN,S12301,3,3.0,0.0,0.0,0.0,0,1,2,0,2,2,2,1,0,69,0,69,23.0,22.0,39.6,41.8,partenza,MESSINA CENTRALE
2026-02,MET,S09101,64,64.0,0.0,0.0,0.0,0,46,1,17,1,0,0,0,0,73,23,50,0.78125,1.0,3.0,3.8499999999999934,arrivo,POZZUOLI SOLFATARA
2026-02,MET,S09101,64,64.0,0.0,0.0,0.0,0,36,3,25,3,0,0,0,0,59,40,19,0.296875,0.0,3.0,4.0,partenza,POZZUOLI SOLFATARA
2026-02,MET,S09103,44,44.0,0.0,0.0,0.0,0,7,0,37,0,0,0,0,0,15,87,-72,-1.6363636363636365,-2.0,1.0,2.8500000000000014,arrivo,NAPOLI CAMPI FLEGREI
2026-02,MET,S09103,45,45.0,0.0,0.0,0.0,0,17,3,25,3,1,1,0,0,51,108,-57,-1.2666666666666666,-1.0,3.0,4.599999999999994,partenza,NAPOLI CAMPI FLEGREI
2026-02,MET,S09110,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,arrivo,NAPOLI GIANTURCO
2026-02,MET,S09110,3,3.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,8,-8,-2.6666666666666665,-2.0,-2.0,-2.0,partenza,NAPOLI GIANTURCO
2026-02,MET,S09756,6,6.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,8,0,8,1.3333333333333333,1.0,3.0,3.0,arrivo,CASTELLAMMARE DI STABIA
2026-02,MET,S09756,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,partenza,CASTELLAMMARE DI STABIA
2026-02,MET,S09800,65,65.0,0.0,0.0,0.0,0,39,3,23,3,0,0,0,0,56,31,25,0.3846153846153846,0.0,2.0,3.799999999999997,arrivo,NAPOLI S.GIOVANNI BARRA
2026-02,MET,S09800,65,65.0,0.0,0.0,0.0,0,44,1,20,1,0,0,0,0,69,30,39,0.6,1.0,3.0,3.799999999999997,partenza,NAPOLI S.GIOVANNI BARRA
2026-02,MET,S09806,2,2.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,12,0,12,6.0,6.0,8.4,8.7,arrivo,TORRE ANNUNZIATA CENTRALE
2026-02,MET,S09806,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,partenza,TORRE ANNUNZIATA CENTRALE
2026-02,MET,S09818,27,27.0,0.0,0.0,0.0,0,3,2,22,2,1,1,0,0,23,105,-82,-3.037037037037037,-4.0,1.0,3.799999999999997,arrivo,SALERNO
2026-02,MET,S09818,28,28.0,0.0,0.0,0.0,0,5,0,23,0,0,0,0,0,8,58,-50,-1.7857142857142858,-2.0,1.0,1.6499999999999986,partenza,SALERNO
2026-02,NCL,S02011,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,arrivo,FORTEZZA
2026-02,NCL,S02011,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,42,-42,-42.0,-42.0,-42.0,-42.0,partenza,FORTEZZA
2026-02,NCL,S02114,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,42,-42,-42.0,-42.0,-42.0,-42.0,arrivo,S.CANDIDO
2026-02,NCL,S02114,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,partenza,S.CANDIDO
